"EIN","FORM_2016","FORM_2017","FORM_2018","FORM_2019","FORM_2020","FORM_2021","TOT"
450435966,"pc","pc","pc","pc","pc","pc",6
450440770,"pc","pc","pc","pc","pc","pc",6
450448222,"pc","pc","pc","","pc","pc",5
450451050,"pc","pc","pc","pc","pc","",5
450458458,"pc","pc","pc","pc","pc","pc",6
450466910,"pc","pc","pc","pc","ez","ez",6
450510041,"pc","pc","pc","pc","pc","pc",6
450514840,"pc","pc","pc","pc","pc","pc",6
450536344,"pc","pc","pc","pc","pc","pc",6
450553449,"pc","pc","pc","pc","","pc",5
450635592,"pc","pc","pc","pc","pc","pc",6
450667570,"pc","pc","","pc","pc","pc",5
450713446,"pc","pc","pc","pc","pc","pc",6
450961157,"ez","ez","ez","pc","pc","pc",6
451018523,"pc","","pc","pc","pc","pc",5
451161860,"","","","pc","","",1
451480958,"pc","pc","pc","pc","pc","pc",6
451560552,"pc","pc","pc","pc","pc","pc",6
451796085,"pc","pc","pc","pc","pc","",5
451836516,"pc","pc","","","pc","pc",4
452053473,"ez","pc","pc","pc","pc","pc",6
452182448,"pc","pc","pc","pc","pc","pc",6
452412695,"pc","pc","pc","pc","pc","pc",6
452453557,"","ez","pc","pc","pc","",4
452458485,"pc","pc","pc","pc","pc","pc",6
452495397,"pc","pc","pc","pc","pc","pc",6
452507428,"ez","ez","ez","ez","ez","ez",6
452608672,"","","","pc","pc","pc",3
452724317,"pc","pc","pc","","pc","",4
452773838,"pc","pc","pc","pc","pc","pc",6
452793341,"","","","pc","pc","pc",3
452799204,"pc","pc","pc","pc","pc","pc",6
452929347,"pc","pc","pc","pc","pc","pc",6
452991692,"ez","pc","pc","pc","pc","pc",6
452992960,"pc","pc","","pc","pc","pc",5
453091965,"pc","pc","pc","pc","pc","pc",6
453127256,"","pc","pc","pc","pc","pc",5
453183751,"pc","pc","pc","pc","pc","pc",6
453204921,"ez","ez","ez","pc","pc","pc",6
453261720,"pc","pc","pc","pc","pc","pc",6
453527429,"ez","pc","pc","pc","pc","pc",6
453576131,"","","","","pc","pc",2
453615582,"pc","pc","pc","pc","","pc",5
453620353,"pc","pc","pc","pc","pc","pc",6
453642906,"pc","pc","pc","pc","pc","pc",6
453682212,"","pc","ez","ez","","ez",4
453690894,"pc","pc","pc","pc","pc","pc",6
453725586,"","pc","pc","pc","pc","pc",5
453739378,"pc","pc","pc","pc","pc","pc",6
453763712,"","pc","pc","pc","pc","",4
453783528,"ez","pc","pc","pc","","pc",5
453812405,"pc","pc","pc","pc","pc","",5
453950421,"pc","pc","pc","pc","","pc",5
454040991,"pc","pc","pc","pc","pc","pc",6
454055306,"pc","pc","pc","pc","pc","pc",6
454234550,"","","pc","pc","pc","pc",4
454243194,"pc","pc","pc","pc","","pc",5
454306311,"pc","pc","pc","pc","","",4
454381236,"pc","pc","pc","pc","pc","pc",6
454449701,"pc","","pc","pc","pc","pc",5
454461663,"pc","pc","pc","pc","pc","pc",6
454554890,"pc","pc","pc","pc","","pc",5
454620867,"pc","pc","pc","pc","pc","pc",6
454621429,"pc","pc","pc","pc","pc","",5
454654957,"","","","pc","","",1
454742548,"ez","pc","pc","pc","pc","pc",6
454814673,"pc","","pc","pc","pc","pc",5
454824004,"pc","pc","pc","pc","pc","pc",6
454845530,"","","","ez","ez","ez",3
454879810,"pc","pc","pc","pc","pc","pc",6
454880865,"pc","pc","","pc","pc","pc",5
454885063,"","","","pc","pc","pc",3
454896566,"pc","pc","","pc","pc","pc",5
454917543,"pc","pc","pc","pc","pc","pc",6
455007685,"pc","pc","pc","pc","","pc",5
455085747,"pc","pc","pc","pc","pc","",5
455091301,"","","pc","","","",1
455094294,"ez","ez","pc","","pc","pc",5
455191643,"pc","pc","pc","pc","pc","pc",6
455273568,"pc","pc","pc","pc","","pc",5
455391838,"pc","","pc","pc","","",3
455416167,"pc","pc","pc","pc","pc","pc",6
455463922,"pc","pc","pc","pc","pc","pc",6
455470563,"pc","pc","pc","pc","pc","pc",6
455568701,"pc","pc","pc","pc","pc","pc",6
455601813,"ez","","ez","","","pc",3
456014870,"pc","pc","pc","pc","pc","pc",6
456016428,"pc","pc","pc","pc","pc","pc",6
460243934,"pc","pc","pc","pc","pc","pc",6
460281029,"","pc","pc","pc","pc","pc",5
460282100,"pc","pc","pc","pc","pc","pc",6
460282131,"pc","pc","pc","pc","pc","pc",6
460315601,"pc","pc","pc","pc","pc","pc",6
460322556,"pc","pc","pc","pc","pc","pc",6
460336659,"ez","ez","ez","ez","","ez",5
460340992,"ez","pc","pc","pc","pc","pc",6
460348562,"pc","pc","pc","pc","pc","pc",6
460348636,"pc","pc","pc","pc","pc","pc",6
460348804,"pc","pc","pc","pc","pc","pc",6
460349132,"pc","pc","pc","pc","pc","pc",6
460350177,"pc","pc","pc","pc","pc","pc",6
460356449,"ez","ez","ez","ez","ez","ez",6
460358355,"pc","pc","pc","pc","pc","pc",6
460358940,"pc","pc","pc","pc","pc","pc",6
460371993,"pc","pc","pc","pc","pc","pc",6
460374958,"pc","","pc","pc","","pc",4
460385169,"","pc","pc","pc","pc","pc",5
460388457,"ez","ez","ez","ez","ez","pc",6
460391819,"pc","pc","pc","pc","pc","pc",6
460394983,"pc","pc","","pc","pc","pc",5
460397166,"pc","pc","pc","pc","pc","pc",6
460412222,"pc","pc","pc","pc","pc","pc",6
460421416,"pc","pc","pc","pc","pc","pc",6
460421730,"pc","pc","pc","pc","pc","pc",6
460423106,"pc","pc","pc","pc","pc","pc",6
460423151,"pc","pc","pc","pc","pc","pc",6
460425641,"pc","","pc","pc","","",3
460436638,"pc","pc","pc","pc","pc","pc",6
460440746,"pc","pc","pc","pc","pc","pc",6
460442266,"pc","pc","pc","pc","pc","pc",6
460442430,"pc","pc","pc","pc","pc","pc",6
460444442,"pc","pc","pc","pc","pc","pc",6
460458578,"pc","pc","pc","pc","pc","pc",6
460468961,"","","ez","pc","","pc",3
460490590,"ez","ez","ez","ez","ez","ez",6
460516882,"pc","pc","pc","pc","pc","pc",6
460613568,"pc","pc","pc","pc","ez","",5
460648817,"pc","pc","","","","",2
460711295,"ez","pc","pc","pc","pc","pc",6
460716370,"pc","pc","pc","pc","pc","pc",6
460752420,"ez","ez","","ez","","",3
460754772,"","","","ez","","",1
460775590,"pc","pc","pc","pc","pc","pc",6
460788470,"pc","pc","pc","pc","pc","pc",6
460846338,"ez","pc","pc","pc","","pc",5
460854156,"","ez","pc","pc","pc","",4
460924906,"pc","pc","pc","pc","pc","pc",6
460942043,"pc","pc","pc","pc","pc","pc",6
460975566,"","","pc","pc","pc","pc",4
461027572,"pc","pc","","pc","pc","pc",5
461134776,"pc","pc","pc","pc","pc","pc",6
461157061,"","pc","pc","pc","pc","",4
461234510,"","pc","ez","ez","pc","pc",5
461475038,"pc","pc","pc","pc","","pc",5
461480852,"pc","pc","pc","pc","pc","pc",6
461508330,"pc","pc","pc","pc","pc","pc",6
461595343,"","pc","pc","pc","","pc",4
461720815,"pc","","pc","pc","","pc",4
461788272,"","pc","pc","","pc","",3
462090782,"pc","pc","pc","pc","pc","pc",6
462115418,"pc","pc","ez","ez","ez","ez",6
462140359,"pc","pc","pc","pc","pc","pc",6
462163076,"pc","pc","pc","pc","","",4
462786944,"pc","pc","pc","pc","pc","pc",6
462879996,"","","","ez","ez","ez",3
462910301,"pc","pc","pc","","pc","pc",5
463005368,"pc","pc","pc","pc","pc","pc",6
463005966,"pc","pc","pc","pc","pc","pc",6
463082735,"","","pc","pc","pc","pc",4
463085747,"pc","pc","pc","pc","pc","pc",6
463117942,"pc","pc","pc","pc","pc","pc",6
463149742,"","","","pc","pc","pc",3
463309807,"pc","pc","pc","pc","pc","pc",6
463415835,"pc","pc","pc","pc","","pc",5
463469821,"","","pc","pc","pc","pc",4
463582754,"pc","pc","pc","pc","","pc",5
463583694,"pc","pc","pc","pc","pc","pc",6
463585789,"pc","pc","pc","pc","pc","pc",6
463621967,"pc","pc","pc","pc","","",4
463644554,"ez","ez","ez","ez","ez","ez",6
464008664,"","ez","pc","pc","pc","pc",5
464036202,"pc","pc","pc","pc","pc","pc",6
464080885,"ez","ez","pc","pc","pc","pc",6
464178872,"ez","pc","","pc","pc","",4
464290005,"pc","pc","pc","pc","pc","",5
464362970,"ez","ez","pc","ez","pc","pc",6
464368386,"pc","pc","pc","pc","ez","ez",6
464404323,"ez","ez","ez","ez","pc","pc",6
464433655,"pc","pc","pc","pc","","pc",5
464952594,"ez","pc","pc","pc","pc","pc",6
465011667,"","ez","ez","pc","","pc",4
465136872,"pc","pc","","pc","pc","pc",5
465165393,"","ez","pc","pc","pc","pc",5
465523814,"","","","pc","pc","pc",3
465769818,"pc","pc","pc","","pc","pc",5
466011831,"","pc","pc","pc","pc","pc",5
466012194,"pc","pc","pc","pc","pc","pc",6
466017848,"pc","pc","pc","pc","pc","pc",6
466037533,"ez","ez","ez","ez","","ez",5
470491162,"pc","pc","pc","pc","pc","pc",6
470492640,"pc","pc","pc","pc","pc","pc",6
470493594,"pc","pc","pc","pc","pc","pc",6
470494452,"pc","pc","pc","pc","pc","pc",6
470495122,"pc","pc","pc","pc","","pc",5
470497102,"pc","pc","pc","pc","pc","pc",6
470498629,"pc","pc","pc","pc","pc","pc",6
470531887,"pc","pc","","pc","pc","pc",5
470553823,"pc","pc","pc","pc","pc","pc",6
470560023,"pc","pc","pc","pc","","pc",5
470597743,"pc","pc","pc","pc","pc","pc",6
470611476,"pc","pc","pc","pc","pc","pc",6
470637493,"pc","pc","pc","pc","pc","pc",6
470645229,"pc","pc","pc","","pc","pc",5
470646706,"pc","pc","pc","pc","pc","pc",6
470653390,"pc","","pc","pc","pc","pc",5
470751100,"pc","pc","pc","pc","pc","pc",6
470754453,"pc","pc","pc","pc","pc","pc",6
470767984,"pc","pc","pc","pc","pc","pc",6
470773689,"pc","pc","ez","ez","","ez",5
470775970,"pc","pc","pc","pc","","",4
470782317,"","","","pc","pc","pc",3
470783310,"pc","pc","pc","pc","pc","pc",6
470784065,"pc","pc","pc","pc","pc","pc",6
470785404,"ez","ez","ez","pc","pc","pc",6
470790384,"pc","pc","pc","pc","pc","pc",6
470798426,"pc","pc","pc","pc","pc","",5
470803373,"pc","pc","pc","pc","pc","pc",6
470806640,"pc","pc","pc","pc","pc","pc",6
470813555,"","pc","pc","pc","pc","",4
470829495,"pc","pc","pc","pc","pc","pc",6
470833437,"pc","pc","pc","pc","","pc",5
470837036,"pc","pc","pc","pc","pc","pc",6
470875764,"","pc","pc","pc","","pc",4
470913445,"pc","pc","pc","pc","","pc",5
470943557,"pc","pc","pc","pc","pc","pc",6
470950615,"pc","pc","pc","pc","pc","pc",6
470950622,"pc","pc","pc","pc","pc","pc",6
471006046,"pc","pc","pc","pc","","pc",5
471093103,"","","pc","pc","","pc",3
471158807,"","","pc","pc","pc","pc",4
471159396,"pc","pc","pc","pc","","pc",5
471162906,"pc","","pc","pc","pc","pc",5
471166277,"pc","pc","pc","pc","pc","pc",6
471169779,"pc","","pc","pc","pc","pc",5
471191643,"pc","pc","pc","pc","pc","pc",6
471267077,"ez","","pc","pc","pc","pc",5
471275202,"ez","pc","pc","pc","pc","pc",6
471462723,"","","","ez","","pc",2
471508832,"pc","pc","pc","pc","pc","pc",6
471646099,"pc","pc","pc","pc","pc","pc",6
471691856,"pc","pc","pc","pc","pc","pc",6
471717438,"pc","pc","pc","pc","","pc",5
471766185,"pc","pc","","pc","","",3
471872559,"pc","pc","pc","pc","pc","pc",6
471920172,"","","","pc","","pc",2
471937546,"","pc","pc","pc","pc","pc",5
472300185,"pc","pc","pc","pc","pc","pc",6
472362705,"pc","pc","pc","pc","","pc",5
472438087,"","pc","pc","pc","pc","pc",5
472616775,"","pc","pc","pc","pc","pc",5
472624854,"","","pc","pc","pc","pc",4
473017705,"pc","pc","pc","pc","","pc",5
473075346,"pc","ez","pc","pc","pc","ez",6
473080680,"pc","ez","ez","pc","pc","pc",6
473130767,"","","pc","pc","pc","pc",4
473168362,"ez","ez","pc","pc","pc","",5
473582552,"ez","ez","ez","pc","","",4
473583307,"pc","ez","ez","pc","pc","pc",6
473660577,"ez","pc","pc","pc","pc","pc",6
473700373,"","pc","pc","pc","pc","pc",5
473769925,"ez","pc","pc","pc","pc","pc",6
473985534,"","","pc","pc","pc","pc",4
474081995,"","ez","pc","pc","","pc",4
474119478,"pc","pc","pc","pc","pc","pc",6
474149842,"pc","pc","","ez","","",3
474385967,"","pc","pc","pc","pc","pc",5
474681983,"ez","ez","pc","pc","","pc",5
474781061,"","","","pc","pc","pc",3
474800790,"","pc","pc","pc","","pc",4
474815728,"","pc","pc","pc","pc","pc",5
474900810,"","","","ez","pc","pc",3
474907363,"pc","pc","pc","pc","pc","pc",6
474949375,"","","pc","pc","pc","pc",4
475044823,"","pc","pc","pc","pc","pc",5
475050055,"","pc","pc","pc","pc","pc",5
475155515,"ez","pc","pc","pc","","pc",5
475161917,"","","","pc","pc","pc",3
475271086,"","","pc","pc","pc","pc",4
475629011,"","pc","pc","pc","pc","pc",5
478184602,"pc","pc","pc","pc","pc","pc",6
480602109,"pc","pc","pc","pc","pc","pc",6
480721487,"pc","pc","pc","pc","pc","pc",6
480725078,"pc","pc","pc","pc","pc","pc",6
480725806,"","pc","pc","pc","","pc",4
480780983,"pc","pc","pc","pc","pc","pc",6
480788543,"pc","pc","pc","pc","","pc",5
480791574,"pc","pc","pc","pc","","pc",5
480814616,"pc","pc","pc","pc","pc","pc",6
480822466,"pc","pc","pc","pc","pc","pc",6
480832017,"pc","pc","pc","pc","","pc",5
480873340,"pc","pc","pc","pc","pc","pc",6
480874804,"pc","pc","pc","pc","pc","",5
480879168,"pc","pc","pc","pc","pc","pc",6
480934993,"pc","pc","pc","pc","pc","pc",6
480971150,"pc","pc","pc","pc","pc","pc",6
480978676,"pc","pc","pc","pc","pc","pc",6
480995970,"pc","pc","pc","pc","","pc",5
480997376,"pc","","pc","pc","pc","pc",5
481000266,"pc","pc","pc","pc","pc","pc",6
481021157,"pc","pc","pc","pc","pc","pc",6
481046758,"pc","pc","pc","pc","pc","pc",6
481053950,"pc","pc","pc","pc","pc","pc",6
481084776,"","","ez","ez","ez","ez",4
481087157,"pc","pc","pc","pc","pc","pc",6
481099496,"pc","pc","pc","pc","","pc",5
481118891,"pc","pc","pc","pc","pc","pc",6
481131323,"pc","pc","pc","pc","pc","pc",6
481142851,"pc","pc","pc","pc","pc","pc",6
481157374,"pc","pc","pc","pc","","pc",5
481160429,"","pc","pc","pc","pc","pc",5
481160735,"pc","pc","pc","pc","pc","pc",6
481161016,"pc","pc","pc","pc","pc","pc",6
481190431,"pc","pc","pc","pc","pc","pc",6
481206434,"pc","pc","pc","pc","pc","pc",6
481266285,"pc","pc","","pc","pc","pc",5
481269237,"pc","pc","pc","pc","pc","pc",6
486120518,"","pc","pc","pc","pc","pc",5
510064301,"pc","pc","pc","pc","pc","pc",6
510064344,"pc","pc","pc","pc","pc","pc",6
510065747,"pc","pc","pc","pc","pc","pc",6
510104704,"pc","pc","","pc","","pc",4
510120169,"pc","pc","pc","pc","pc","pc",6
510137583,"pc","pc","pc","pc","pc","pc",6
510137783,"pc","pc","pc","pc","pc","pc",6
510139050,"pc","","pc","","pc","pc",4
510151095,"pc","pc","pc","pc","pc","pc",6
510152395,"pc","pc","pc","pc","pc","pc",6
510155779,"pc","pc","pc","pc","pc","pc",6
510159122,"pc","pc","pc","pc","pc","pc",6
510165030,"pc","pc","pc","pc","","",4
510168908,"pc","","pc","pc","pc","pc",5
510169423,"pc","pc","pc","pc","pc","pc",6
510171851,"pc","pc","pc","pc","pc","pc",6
510173390,"pc","pc","pc","pc","pc","pc",6
510173613,"pc","pc","pc","pc","pc","pc",6
510177339,"pc","","pc","pc","pc","pc",5
510179471,"pc","pc","pc","pc","pc","pc",6
510181688,"pc","pc","pc","pc","pc","pc",6
510183368,"pc","pc","pc","pc","pc","pc",6
510185430,"pc","pc","pc","pc","","pc",5
510187791,"pc","pc","pc","pc","pc","pc",6
510188108,"pc","pc","pc","pc","pc","pc",6
510188251,"pc","pc","pc","pc","","pc",5
510188718,"pc","pc","pc","pc","","pc",5
510190132,"pc","pc","pc","pc","pc","",5
510192025,"pc","pc","pc","pc","pc","pc",6
510192170,"pc","pc","pc","pc","pc","pc",6
510196412,"pc","pc","pc","pc","pc","pc",6
510201816,"","pc","","pc","pc","",3
510202535,"pc","pc","pc","pc","pc","pc",6
510218904,"pc","pc","pc","pc","pc","pc",6
510227173,"pc","pc","pc","pc","","pc",5
510244870,"ez","ez","ez","ez","ez","ez",6
510252857,"pc","pc","pc","pc","pc","pc",6
510257372,"pc","pc","pc","pc","pc","pc",6
510261316,"ez","","ez","pc","","pc",4
510294138,"pc","pc","pc","pc","pc","pc",6
510298556,"pc","pc","pc","pc","pc","pc",6
510333030,"pc","pc","pc","pc","pc","pc",6
510334057,"pc","pc","pc","pc","pc","pc",6
510374347,"pc","pc","pc","pc","pc","pc",6
510376650,"pc","pc","pc","pc","pc","pc",6
510377799,"ez","ez","ez","ez","ez","ez",6
510384441,"ez","ez","pc","pc","pc","pc",6
510387484,"pc","pc","pc","pc","pc","pc",6
510400912,"pc","pc","pc","pc","pc","pc",6
510424584,"ez","ez","ez","ez","","ez",5
510428009,"pc","pc","","","","",2
510429735,"pc","pc","pc","pc","pc","pc",6
510467167,"pc","pc","pc","pc","pc","pc",6
510476886,"pc","pc","pc","pc","pc","pc",6
510515166,"pc","","pc","pc","","",3
510516399,"","","","","","pc",1
510549810,"pc","pc","pc","pc","","pc",5
510585799,"pc","pc","pc","pc","","pc",5
510599747,"pc","ez","","","","",2
510601980,"pc","pc","","pc","","pc",4
510646454,"","pc","pc","pc","pc","",4
510649843,"pc","pc","pc","pc","pc","pc",6
520260476,"pc","","","pc","pc","",3
520788987,"pc","pc","pc","pc","pc","pc",6
520817684,"pc","pc","pc","pc","pc","pc",6
520820662,"pc","pc","pc","pc","pc","pc",6
520822919,"pc","pc","pc","pc","pc","pc",6
520880429,"pc","","pc","pc","pc","pc",5
520886996,"pc","pc","pc","pc","pc","pc",6
520890090,"pc","pc","pc","pc","pc","pc",6
520897780,"pc","pc","pc","pc","pc","pc",6
520897806,"pc","pc","pc","","pc","",4
520900964,"pc","pc","pc","pc","pc","pc",6
520905968,"pc","pc","pc","pc","pc","pc",6
520913909,"pc","pc","pc","pc","pc","",5
520958568,"pc","pc","pc","pc","pc","pc",6
520982396,"pc","pc","pc","pc","pc","pc",6
520986261,"pc","pc","pc","pc","pc","pc",6
521000521,"pc","pc","pc","pc","pc","pc",6
521006486,"pc","pc","pc","pc","pc","pc",6
521007373,"pc","pc","pc","pc","pc","pc",6
521007666,"pc","pc","pc","pc","pc","pc",6
521021726,"pc","pc","pc","pc","pc","pc",6
521034466,"pc","pc","pc","pc","pc","pc",6
521061448,"","pc","pc","pc","pc","pc",5
521069333,"pc","pc","pc","pc","pc","pc",6
521069515,"pc","pc","pc","pc","pc","pc",6
521089824,"pc","pc","pc","pc","pc","pc",6
521101506,"pc","","pc","pc","pc","pc",5
521142988,"","pc","pc","pc","pc","pc",5
521145355,"pc","","pc","pc","","pc",4
521150860,"pc","pc","pc","pc","pc","",5
521150867,"pc","pc","pc","pc","pc","pc",6
521165147,"pc","pc","pc","pc","pc","pc",6
521184645,"pc","pc","pc","pc","pc","pc",6
521189812,"pc","pc","pc","pc","pc","pc",6
521222237,"pc","","pc","","pc","pc",4
521226188,"pc","pc","pc","pc","pc","pc",6
521226795,"","ez","","pc","","pc",3
521241771,"ez","","ez","ez","","pc",4
521243849,"pc","","pc","pc","pc","pc",5
521248559,"pc","pc","pc","pc","pc","pc",6
521253460,"pc","pc","pc","pc","pc","pc",6
521253695,"pc","pc","pc","pc","pc","pc",6
521254104,"pc","pc","pc","pc","pc","pc",6
521256602,"pc","pc","pc","pc","pc","pc",6
521260698,"pc","pc","pc","pc","pc","pc",6
521261881,"pc","pc","pc","pc","pc","pc",6
521268956,"","pc","pc","pc","","pc",4
521269213,"pc","","pc","pc","","pc",4
521271888,"pc","pc","pc","pc","pc","pc",6
521295034,"","pc","","pc","","",2
521295844,"pc","pc","pc","pc","pc","pc",6
521298515,"pc","pc","pc","pc","pc","pc",6
521299516,"pc","pc","pc","pc","","pc",5
521300286,"pc","pc","pc","pc","pc","pc",6
521305988,"pc","pc","pc","pc","pc","pc",6
521308986,"pc","pc","pc","pc","","pc",5
521310017,"ez","pc","pc","pc","","ez",5
521317246,"pc","pc","pc","pc","","pc",5
521322233,"pc","pc","pc","pc","pc","pc",6
521333698,"pc","pc","pc","pc","pc","",5
521336621,"","pc","pc","pc","","pc",4
521338101,"pc","pc","pc","pc","pc","pc",6
521356903,"pc","pc","pc","pc","pc","pc",6
521361731,"pc","","pc","pc","pc","",4
521361744,"pc","pc","pc","pc","pc","pc",6
521372972,"pc","pc","pc","pc","pc","pc",6
521385018,"pc","pc","","pc","pc","",4
521402373,"pc","pc","pc","pc","pc","pc",6
521412226,"pc","pc","pc","pc","pc","",5
521441453,"pc","pc","","pc","pc","pc",5
521459222,"pc","pc","pc","pc","pc","pc",6
521477599,"pc","","pc","pc","pc","pc",5
521485730,"pc","","pc","pc","pc","pc",5
521485732,"pc","","pc","pc","pc","pc",5
521522421,"pc","pc","pc","pc","pc","",5
521549551,"","pc","pc","pc","pc","pc",5
521559137,"","pc","","pc","pc","pc",4
521569630,"pc","pc","pc","pc","pc","pc",6
521572014,"pc","pc","pc","pc","pc","pc",6
521589700,"pc","pc","pc","pc","pc","pc",6
521594479,"pc","","pc","","pc","pc",4
521596165,"pc","pc","pc","pc","pc","pc",6
521596171,"pc","pc","pc","pc","","pc",5
521600095,"pc","pc","pc","pc","pc","pc",6
521603246,"pc","pc","pc","pc","pc","pc",6
521631939,"pc","pc","","pc","pc","pc",5
521636004,"pc","pc","pc","pc","pc","pc",6
521636425,"ez","pc","pc","pc","pc","pc",6
521648111,"pc","pc","pc","pc","pc","pc",6
521662186,"pc","pc","pc","pc","pc","pc",6
521665967,"pc","pc","pc","pc","pc","pc",6
521667026,"pc","pc","pc","pc","pc","pc",6
521675958,"pc","pc","pc","pc","pc","pc",6
521681110,"pc","pc","pc","pc","","pc",5
521685393,"pc","pc","pc","pc","pc","pc",6
521693162,"pc","pc","pc","pc","pc","pc",6
521697917,"pc","pc","pc","pc","pc","pc",6
521698588,"pc","pc","pc","pc","pc","pc",6
521705030,"pc","pc","pc","pc","pc","pc",6
521706367,"pc","pc","pc","pc","","pc",5
521708248,"pc","pc","pc","pc","","ez",5
521708782,"pc","","pc","pc","","pc",4
521719690,"pc","pc","pc","pc","","pc",5
521720429,"","pc","pc","","pc","pc",4
521729252,"pc","pc","pc","pc","pc","pc",6
521729460,"pc","pc","pc","pc","pc","pc",6
521735674,"pc","pc","pc","pc","pc","pc",6
521743801,"pc","pc","pc","pc","","pc",5
521749216,"pc","pc","pc","pc","pc","pc",6
521749231,"pc","pc","pc","pc","pc","pc",6
521755086,"","pc","pc","pc","pc","pc",5
521755185,"pc","pc","pc","pc","pc","pc",6
521760774,"pc","pc","pc","pc","pc","pc",6
521766126,"pc","pc","pc","pc","pc","pc",6
521767577,"pc","pc","pc","pc","pc","pc",6
521785188,"pc","pc","","pc","pc","pc",5
521786577,"pc","pc","pc","pc","pc","pc",6
521788794,"","pc","pc","pc","pc","pc",5
521796840,"pc","pc","pc","pc","pc","pc",6
521797072,"pc","pc","pc","pc","pc","pc",6
521798171,"pc","pc","pc","pc","","pc",5
521798173,"pc","pc","pc","pc","","pc",5
521799708,"pc","pc","pc","ez","ez","pc",6
521800459,"pc","pc","pc","pc","pc","pc",6
521817557,"pc","pc","pc","pc","pc","pc",6
521820647,"pc","pc","pc","pc","","pc",5
521825698,"pc","pc","pc","pc","pc","pc",6
521838848,"","","","pc","pc","pc",3
521848933,"pc","pc","pc","pc","","pc",5
521849276,"pc","pc","pc","pc","pc","pc",6
521849336,"pc","pc","pc","pc","pc","pc",6
521851373,"","pc","pc","pc","pc","pc",5
521856041,"pc","pc","pc","pc","pc","pc",6
521857768,"pc","pc","pc","pc","pc","pc",6
521859345,"pc","pc","pc","pc","pc","",5
521867471,"pc","pc","pc","pc","pc","pc",6
521869393,"pc","pc","pc","","pc","",4
521871429,"pc","pc","","pc","pc","pc",5
521888775,"pc","pc","pc","pc","pc","",5
521892575,"pc","pc","pc","pc","pc","pc",6
521901039,"pc","","pc","pc","pc","pc",5
521901220,"pc","","pc","pc","pc","pc",5
521903732,"pc","pc","pc","pc","pc","pc",6
521904693,"pc","pc","pc","pc","","pc",5
521910220,"pc","pc","pc","pc","pc","pc",6
521918403,"pc","pc","pc","pc","pc","pc",6
521925502,"pc","pc","pc","","","pc",4
521929523,"pc","pc","pc","pc","pc","",5
521935564,"pc","pc","pc","pc","pc","pc",6
521939344,"pc","pc","pc","pc","","pc",5
521977542,"pc","pc","pc","pc","pc","pc",6
521987010,"pc","pc","pc","pc","pc","pc",6
521993704,"pc","pc","pc","pc","pc","pc",6
522004153,"pc","ez","ez","pc","","",4
522013526,"pc","pc","pc","pc","pc","pc",6
522030024,"pc","pc","","pc","pc","pc",5
522040518,"pc","pc","pc","pc","pc","pc",6
522042543,"pc","pc","pc","pc","pc","pc",6
522043508,"pc","pc","pc","pc","pc","pc",6
522044732,"pc","pc","pc","pc","","",4
522052386,"pc","","pc","","pc","pc",4
522056995,"pc","pc","","pc","pc","pc",5
522063810,"pc","pc","pc","pc","pc","pc",6
522076894,"pc","pc","pc","pc","","pc",5
522096292,"ez","","ez","pc","pc","pc",5
522109509,"pc","pc","pc","pc","pc","pc",6
522112789,"pc","pc","pc","pc","pc","pc",6
522112842,"","pc","pc","pc","","pc",4
522117070,"pc","pc","pc","pc","","",4
522122962,"pc","","pc","pc","","pc",4
522134061,"pc","pc","pc","pc","ez","ez",6
522145231,"pc","pc","","pc","pc","",4
522148647,"pc","pc","pc","pc","","pc",5
522168409,"pc","pc","pc","pc","pc","pc",6
522209492,"pc","pc","","pc","pc","pc",5
522216973,"pc","pc","pc","pc","pc","pc",6
522222484,"pc","pc","pc","pc","pc","",5
522238147,"pc","pc","pc","pc","pc","pc",6
522277289,"pc","","pc","","pc","pc",4
522277915,"pc","pc","pc","pc","pc","pc",6
522288349,"ez","pc","pc","pc","pc","pc",6
522294492,"pc","pc","pc","pc","","pc",5
522301257,"pc","pc","","pc","","",3
522306483,"pc","pc","pc","pc","pc","pc",6
522341599,"pc","pc","pc","pc","","pc",5
522374370,"pc","pc","pc","pc","","pc",5
522403507,"pc","pc","pc","pc","pc","pc",6
522419407,"ez","ez","pc","ez","","ez",5
522438418,"pc","pc","pc","","pc","pc",5
526054476,"pc","pc","pc","pc","","pc",5
526064934,"pc","pc","pc","pc","pc","pc",6
526065754,"pc","pc","pc","pc","pc","pc",6
526066477,"pc","pc","pc","pc","pc","pc",6
526067043,"pc","pc","pc","pc","pc","pc",6
530159845,"pc","pc","pc","pc","pc","pc",6
530204693,"pc","pc","pc","pc","pc","pc",6
530208981,"pc","pc","pc","pc","pc","pc",6
540505877,"pc","pc","pc","pc","pc","pc",6
540763686,"pc","pc","pc","pc","pc","pc",6
540787715,"pc","pc","pc","pc","pc","pc",6
540788796,"pc","pc","pc","pc","pc","pc",6
540792030,"pc","","pc","pc","pc","pc",5
540793072,"pc","","pc","pc","pc","pc",5
540797340,"pc","pc","pc","pc","pc","pc",6
540799964,"pc","pc","pc","pc","pc","pc",6
540805640,"pc","pc","pc","pc","pc","pc",6
540805926,"pc","pc","pc","pc","pc","pc",6
540880233,"pc","pc","pc","pc","pc","pc",6
540968556,"pc","pc","pc","","pc","pc",5
541008875,"pc","pc","pc","pc","pc","pc",6
541023025,"pc","pc","pc","pc","pc","pc",6
