source_file,orgname,ein,id_2004,nccs_master_id,nccs_name,nccs_state,nccs_zip,year,ntee1,nteecc,latitude,longitude,nccs_address,City,State,Zip,_merge,dup
_60,interfaith hdc of the md eastern shore,521648513,,127322,INTERFAITH HOUSING DEVELOP CORP OF THE MD EASTERN SHORE INC,MD,NA,2016,L,L20,38.8876,-75.83369999999999,103 GAY ST, DENTON, MD,  ,matched (3),0
_02,INTERFAITH HOUSING DEVELOPMENT,363869736,,83960,INTERFAITH HOUSING DEVELOPMENT CORPORATION OF CHICAGO,IL,60607,2016,L,L20,41.8923,-87.6373,411 S WELLS ST STE 401, CHICAGO, IL,60607,matched (3),0
_60,interfaith hdc of hickory,561354134,,135171,INTERFAITH HOUSING DEVELOPMENT CORPORATION OF HICKORY,NC,28603,2016,L,L21,35.6799,-81.2872,PO BOX 3547, HICKORY, NC,28603,matched (3),0
_09,INTERFAITH HOUSING FOUNDATION,391718522,13312,522135,INTERFAITH HOUSING FOUNDATION OF WISCONSIN & UPPER MICHIGAN INC,WI,53955,2018,L,L22,43.3918,-89.3999,238 E SEWARD ST, POYNETTE, WI,53955,matched (3),0
_09,interfaith housing ltd,421445015,3409,99238,INTERFAITH HOUSING LTD,IA,NA,2016,L,L25,41.5256,-90.56140000000001,519 TREMONT AVE, DAVENPORT, IA,  ,matched (3),0
_09,interfaith hdc of bucks county,232501785,10517,200462,INTERFAITH HOUSING VISIONS INC,PA,19007,2016,L,L20,0,0,2 CANALS END RD STE 201E, BRISTOL, PA,19007,matched (3),0
_09,interfaith neighbors,222896129,7736,36384,INTERFAITH NEIGHBORS INC,NJ,7712,2016,X,X90,40.2246,-74.0104,810 4TH AVE, ASBURY PARK, NJ,7712,matched (3),0
_09,interfaith outreach home,581861762,3081,423467,INTERFAITH OUTREACH HOME INC,GA,30340,2017,L,L41,33.9285,-84.2383,5200 A BUFORD HWY, DORAVILLE, GA,30340,matched (3),0
_18,INTERIM CDC,911071277,,398241,INTERIM COMMUNITY DEVELOPMENT ASSOCIATION,WA,98104,2017,S,S31,47.5999,-122.325,310 MAYNARD AVE S, SEATTLE, WA,98104,matched (3),0
_42,INTERIM,510159122,,332922,INTERIM INC,CA,93942,2017,F,F30,36.616965,-121.898809,PO BOX 3222, MONTEREY, CA,93942,matched (3),0
_60,international institute cdc,161765276,,223546,INTERNATIONAL INSTITUTE COMMUNITY DEVELOPMENT CORPORATION,MO,63118,2017,S,S20,38.5909,-90.244,3401 ARSENAL ST, SAINT LOUIS, MO,63118,matched (3),0
_20,INTERNATIONAL SONORAN DESERT ALLIANCE,860778917,,179426,INTERNATIONAL SONORAN DESERT ALLIANCE,AZ,85321,2016,C,C99,32.38489,-112.89011,PO BOX 687, AJO, AZ,85321,matched (3),0
_20,INTERSECT FUND CORPORATION,364636828,,514025,INTERSECT FUND CORPORATION,NJ,NA,2018,S,S43,40.496,-74.4435,59 LINCOLN PARK, NEWARK, NJ,  ,matched (3),0
_20,"INTERSEMINARIAN-PROJECT PLACE, INC.",042457732,,4642,INTERSEMINARIAN-PROJECT PLACE INC,MA,2118,2016,P,P85,42.3438,-71.06610000000001,1145 WASHINGTON STREET, BOSTON, MA,2118,matched (3),0
_09,IMACA,953508750,1286,409728,INYO MONO ADVOCATES FOR COMMUNITY ACTION INC,CA,93514,2017,P,P20,37.361388,-118.395283,137 E SOUTH ST, BISHOP, CA,93514,matched (3),0
_42,IOWA CITIZENS FOR COMMUNITY IMPROVEMENT,421110721,,527194,IOWA CITIZENS FOR COMMUNITY IMPROVEMENT,IA,50311,2018,S,S20,41.6041,-93.6439,2001 FOREST AVE, DES MOINES, IA,50311,matched (3),0
_15,CUSP - IOWA COALITION AGAINST DOMESTIC VIOLENCE,421285094,,527530,IOWA COALITION AGAINST DOMESTIC VIO LENCE,IA,50322,2018,P,P02,41.6234,-93.681,4725 MERLE HAY RD STE 107, DES MOINES, IA,50322,matched (3),0
_36,IRONBOUND COMMUNITY CORPORATION,221916086,,462300,IRONBOUND COMMUNITY CORPORATION,NJ,7105,2018,S,S80,40.725835,-74.156513,315-317 ELM STREET, NEWARK, NJ,7105,matched (3),0
_09,IRONTON LAWRENCE CAC,310714190,9784,496800,IRONTON & LAWRENCE COUNTY AREA COMMUNITY ACTION ORGANIZATION,OH,45638,2018,P,P20,38.5384,-82.6849,305 N 5TH ST, IRONTON, OH,45638,matched (3),0
_44,IRVINE COMMUNITY LAND TRUST,204773159,,231656,IRVINE COMMUNITY LAND TRUST,CA,92620,2017,C,C34,33.6862049,-117.8261382,930 ROOSEVELT AVE SUITE106, IRVINE, CA,92620,matched (3),0
_31,IRVING CDC,752653209,,597773,IRVING COMMUNITY DEVELOPMENT CORPORATION,TX,75061,2018,S,S20,32.822461,-96.964049,1425 W PIONEER DR STE 239, IRVING, TX,75061,matched (3),0
_60,irvington uaw housing corporation,222640508,,238028,IRVINGTON UAW HOUSING CORP,NJ,8901,2017,L,L50,40.5499,-74.5322,88 HUNTINGTON ST, NEW BRUNSWICK, NJ,8901,matched (3),0
_60,isabella county NPO housing corporation,382860885,,89489,ISABELLA COUNTY NONPROFIT HOUSING CORPORATION,MI,48858,2016,L,L20,43.6025,-84.79770000000001,310 S BRADLEY STREET, MOUNT PLEASANT, MI,48858,matched (3),0
_42,ISLA HOUSING AND DEVELOPMENT CORPORATION,161063363,,20829,ISLA HOUSING AND DEVELOPMENT CORPORATION,NY,14621,2016,L,L20,43.1805,-77.6135,1164 N CLINTON AVE, ROCHESTER, NY,14621,matched (3),0
_44,SARATOGA COMMUNITY HOUSING,205160723,,459045,ISLAND AFFORDABLE HOUSING TR,WA,98277,2018,C,C34,48.0196,-122.5405,PO BOX 2279, OAK HARBOR, WA,98277,matched (3),0
_44,ISLAND HOUSING TRUST,222993615,,464981,ISLAND HOUSING TRUST,ME,4660,2018,L,L20,44.3347,-68.3087,PO BOX 851, MOUNT DESERT, ME,4660,matched (3),0
_20,"ISLES, INC.",222350832,,462985,ISLES INC,NJ,8618,2018,L,L25,40.2256,-74.77500000000001,10 WOOD STREET, TRENTON, NJ,8618,matched (3),0
_44,ISLESBORO AFFORDABLE PROPERTY (ROW SHOULD BE TITLED ISLAND INSTITUTE),222996309,,36628,ISLESBORO AFFORDABLE PROPERTY,ME,4848,2016,L,L20,44.309,-68.9008,PO BOX 206, ISLESBORO, ME,4848,matched (3),0
_60,issachar cdc,300753772,,270338,ISSACHAR COMMUNITY DEVELOPMENT CORPORATION,MS,39401,2017,S,S20,31.332041,-89.32673200000001,2000 W 4TH ST, HATTIESBURG, MS,39401,matched (3),0
_60,ithaca nhs,222141948,,34112,ITHACA NEIGHBORHOOD HOUSING SERVICES INC,NY,14850,2016,L,L20,42.4368,-76.4991,115 W CLINTON ST, ITHACA, NY,14850,matched (3),0
_60,iue cwa housing corporation,141510984,,18898,IUE CWA HOUSING CORPORATION,NY,10022,2016,L,L20,40.734404,-73.99238800000001,900 THIRD AVE STE 2100, NEW YORK, NY,10022,matched (3),0
_36,IVANHOE NEIGHBORHOOD COUNCIL,431843831,,419901,IVANHOE NEIGHBORHOOD COUNCIL,MO,64109,2017,S,S20,39.0593,-94.5626,3700 WOODLAND AVE, KANSAS CITY, MO,64109,matched (3),0
_60,ivy plaza housing corporation,341730014,,280776,IVY PLAZA HOUSING CORPORATION,OH,44104,2017,L,L50,41.468939,-81.606798,11103 KINSMAN ROAD, CLEVELAND, OH,44104,matched (3),0
_09,JOBS FOR HOMELESS PEOPLE,521594479,2278,422356,J H P INC,DC,20003,2017,J,J20,38.8794,-76.9832,1526 PENNSYLVANIA AVE SE, WASHINGTON, DC,20003,matched (3),0
_60,jack hall hawaii housing corporation,203746814,,230054,JACK HALL HAWAII HOUSING CORPORATION,HI,96826,2017,L,L50,21.291862,-157.820108,1055 KALO PL 200, HONOLULU, HI,96826,matched (3),0
_09,jackson county civic action committee,640434184,6884,152229,JACKSON COUNTY CIVIC ACTION COMMITTEE,MS,39563,2016,P,P20,30.389724,-88.52230900000001,5343 JEFFERSON ST, MOSS PT, MS,39563,matched (3),0
_09,JACKSON HOLE COMMUNITY HOUSING TRUST,830297131,13508,612393,JACKSON HOLE COMMUNITY HOUSING,WY,83001,2018,L,L20,43.4528,-110.7393,PO BOX 4498, JACKSON, WY,83001,matched (3),0
_44,JACKSON HOLE COMMUNITY HOUSING TRUST,742138785,,592847,JACKSON HOLE LAND TRUST,WY,83001,2018,C,C34,43.4528,-110.7393,PO BOX 2897, JACKSON, WY,83001,matched (3),0
_34,JACKSON MEDICAL MALL FOUNDATION,640865274,,152735,JACKSON MEDICAL MALL FOUNDATION,MS,39213,2016,E,E19,32.3269,-90.1949,350 WOODROW WILSON, JACKSON, MS,39213,matched (3),0
_43,JACKSONVINTON COMMUNITY ACTION,310716914,,496802,JACKSON-VINTON COMMUNITY ACTION INC,OH,45692,2018,S,S20,39.1223,-82.5318,118 S NEW YORK AVE, WELLSTON, OH,45692,matched (3),0
_24,"JACKSONVILLE LEGAL AID, INC.",590696291,,574708,JACKSONVILLE AREA LEGAL AID INC,FL,32202,2018,I,I80,30.3281,-81.6593,126 WEST ADAMS STREET, JACKSONVILLE, FL,32202,matched (3),0
_15,"CUSP - JACKSONVILLE HOUSING SOLUTIONS, INC.",453527429,,534526,JACKSONVILLE HOUSING SOLUTIONS INC,AR,72076,2018,L,L20,34.8966,-92.0989,3600 MAX HOWELL DR, JACKSONVILLE, AR,72076,matched (3),0
_60,jacksonville leased housing corporation,630945104,,363554,JACKSONVILLE LEASED HOUSING CORPORATION,AL,36265,2017,L,L20,33.8059,-85.7544,895 GARDNER DRIVE SE, JACKSONVILLE, AL,36265,matched (3),0
_09,JACKSONVILLE URBAN LEAGUE HOUSING DEVELOPMENT FOUNDAT,237095139,2521,44415,JACKSONVILLE URBAN LEAGUE ECONOMIC AND COMMUNITY DEVELOPMENT FDN INC,FL,32204,2016,P,P22,30.335855,-81.670067,903 UNION ST W, JACKSONVILLE, FL,32204,matched (3),0
_43,JACKSONVILLE URBAN LEAGUE,590637865,,353459,JACKSONVILLE URBAN LEAGUE INC,FL,32204,2017,P,P22,30.3359,-81.67010000000001,903 UNION ST W, JACKSONVILLE, FL,32204,matched (3),0
_35,JACOB'S LADDER COMMUNITY DEVELOPMENT CORP.,830391379,,390704,JACOBS LADDER COMMUNITY DEVELOPMENT CORPORATION,TN,38111,2017,S,S20,35.1274,-89.9556,158 MARNE ST, MEMPHIS, TN,38111,matched (3),0
_60,jamaica plain NPO housing corporation,043502138,,435658,JAMAICA PLAIN NON-PROFIT HOUSING CORPORATION,MI,48093,2018,L,L50,42.5068,-83.0227,8425 E 12 MILE RD, WARREN, MI,48093,matched (3),0
_37,JAMBOREE HOUSING CORPORATION,330413518,,277503,JAMBOREE HOUSING CORPORATION,CA,92614,2017,L,L20,33.6952,-117.8586,17701 COWAN STE 200, IRVINE, CA,92614,matched (3),0
_60,jami douglas housing corporation,920158468,,401362,JAMI-DOUGLAS HOUSING CORP,AK,99801,2017,L,L50,58.3322,-134.4718,3406 GLACIER HWY STE A, JUNEAU, AK,99801,matched (3),0
_36,JAMMAT HOUSING AND CDC,050463993,,437018,JAMMAT HOUSING AND COMMUNITY DEVELOPMENT CORPORATION,RI,2907,2018,L,L20,41.790588,-71.42225000000001,801 ELMWOOD AVENUE, PROVIDENCE, RI,2907,matched (3),0
_09,jane addams resource corporation,363682559,3672,83551,JANE ADDAMS RESOURCE CORPORATION,IL,60640,2016,J,J20,41.9621,-87.6746,4432 N RAVENSWOOD AVE, CHICAGO, IL,60640,matched (3),0
_44,JANE PLACE NEIGHBORHOOD SUSTAINABILITY INITIATIVE,263909820,,486066,JANE PLACE NEIGHBORHOOD SUSTAINABILITY INITIATIVE,LA,70153,2018,S,S20,29.9647,-90.0894,PO BOX 53011, NEW ORLEANS, LA,70153,matched (3),0
_09,JARI CENTER FOR BUSINESS DEVELOPMENT,812565745,10292,386671,JARI GROWTH FUND INC,PA,15901,2017,S,S30,NA,NA,245 MARKET STREET SUITE 200, JOHNSTOWN, PA,15901,matched (3),0
_43,JASPER COUNTY NEIGHBORS UNITED,571111959,,139021,JASPER COUNTY NEIGHBORS UNITED INC,SC,29927,2016,S,S20,32.244,-81.0748,PO BOX 1131, HARDEEVILLE, SC,29927,matched (3),0
_36,JASTECH DEVELOPMENT SERVICES,232943764,,470431,JASTECH DEVELOPMENT SERVICES INC,PA,19151,2018,S,S20,39.9843,-75.2533,6134 LANCASTER AVENUE, PHILADELPHIA, PA,19151,matched (3),0
_60,jaycee hdc,237447614,,49004,JAYCEE-HDC INC,PA,17603,2016,L,L20,40.0376,-76.3085,4-6 WEST KING STREET SUITE 4, LANCASTER, PA,17603,matched (3),0
_36,JAZZ DISTRICT RENAISSANCE CORPORATION,431833913,,530670,JAZZ DISTRICT RENAISSANCE CORPORATION,MO,64108,2018,A,A6C,39.0913,-94.5642,1516 E 18TH ST, KANSAS CITY, MO,64108,matched (3),0
_25,JCVISION AND ASSOCIATES INC,582525433,,574137,JCVISION & ASSOCIATES INC,GA,31313,2018,P,P51,31.785374,-81.632418,2321 ROWE ST, HINESVILLE, GA,31313,matched (3),0
_60,jeffco housing corporation,742499923,,374778,JEFFCO HOUSING CORPORATION,CO,80033,2017,L,L20,39.7784,-105.0799,7490 W 45TH AVE, WHEAT RIDGE, CO,80033,matched (3),0
_43,JEFFERSON COUNTY COMMITTEE FOR ECONOMIC OPPORTUNITY,630505899,,363035,JEFFERSON COUNTY COMMITTEE FOR ECONOMIC OPPORTUNITY,AL,35204,2017,P,P20,33.5141,-86.8409,300 8TH AVE W, BIRMINGHAM, AL,35204,matched (3),0
_09,jefferson county cac,346566055,9246,281800,JEFFERSON COUNTY COMMUNITY ACTION COUNCIL INC,OH,43952,2017,P,P20,40.4068,-80.6628,PO BOX 130, STEUBENVILLE, OH,43952,matched (3),0
_37,JEFFERSON COUNTY CDC,300221352,,417302,JEFFERSON COUNTY COMMUNITY DEVELOPMENT CORPORATION,AR,71601,2017,S,S20,34.2227,-92.0035,700 S MAIN ST, PINE BLUFF, AR,71601,matched (3),0
_60,jefferson county NPO housing corporation,251870789,,51582,JEFFERSON COUNTY NONPROFIT HOUSING CORPORATION,PA,15767,2016,L,L50,40.9446,-78.97020000000001,201 N JEFFERSON ST STE 101, PUNXSUTAWNEY, PA,15767,matched (3),0
_09,JEBA,383231066,5821,90096,JEFFERSON EAST INC,MI,48207,2016,S,S20,42.3738,-82.94199999999999,300 RIVER PLACE NO 5250, DETROIT, MI,48207,matched (3),0
_60,jefferson franklin cac,430827872,,100234,JEFFERSON FRANKLIN COMMUNITY ACTION CORPORATION,MO,63050,2016,S,S20,38.308596,-90.524641,2 MERCHANTS DR, HILLSBORO, MO,63050,matched (3),0
_09,jefferson park neighbors association,731280047,9848,372004,JEFFERSON PARK NEIGHBORS ASSOCIATION,OK,73146,2017,L,L50,35.5514,-97.4075,PO BOX 60612, OKLAHOMA CITY, OK,73146,matched (3),0
_60,jefferson woodlawn lake cdc,742724014,,163009,JEFFERSON-WOODLAWN LAKE COMMUNITY DEVELOPMENT CORPORATION,TX,78201,2016,S,S20,29.462,-98.5235,1800 FREDERICKSBURG RD STE 116, SAN ANTONIO, TX,78201,matched (3),0
_36,JEREMIAH PROGRAM,411801834,,300312,JEREMIAH PROGRAM,MN,55413,2017,L,L99,44.9741,-93.2843,615 1ST AVE NE STE 210, MINNEAPOLIS, MN,55413,matched (3),0
_36,JERICHO PROJECT,133213525,,216601,JERICHO PROJECT,NY,10001,2017,L,L41,40.748458,-73.99383899999999,245 W 29TH ST RM 902, NEW YORK, NY,10001,matched (3),0
_42,JERSEY COUNSELING AND HOUSING DEVELOPMENT,237450324,,415933,JERSEY COUNSELLING AND HOUSING DEVELOPMENT INC,NJ,8104,2017,L,L20,39.9213,-75.11960000000001,1844 S BROADWAY, CAMDEN, NJ,8104,matched (3),0
_09,jerusalem outreach center,311737504,6779,275408,JERUSALEM OUTREACH CENTER INC,MS,38921,2017,P,P20,34.0074,-90.11539999999999,1236 MARSHALL ST, CHARLESTON, MS,38921,matched (3),0
_09,jesus house,731173687,9850,371845,JESUS HOUSE,OK,73106,2017,P,P20,35.4665,-97.53619999999999,1335 W SHERIDAN AVE, OKLAHOMA CITY, OK,73106,matched (3),0
_09,JEWISH COMMUNITY ACTION,411830619,6319,525469,JEWISH COMMUNITY ACTION,MN,55114,2018,R,R30,44.9638,-93.1968,2375 UNIVERSITY AVENUE WEST, ST PAUL, MN,55114,matched (3),0
_09,jewish community council of greater coney island,112665181,8556,213150,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,NY,11224,2017,P,P20,40.5733,-74.0025,3001 W 37TH ST, BROOKLYN, NY,11224,matched (3),0
_60,jewish community housing corporation,237139963,,247478,JEWISH COMMUNITY HOUSING CORPORATION,NJ,7652,2017,L,L20,40.9305,-74.0783,50 EISENHOWER DRIVE, PARAMUS, NJ,7652,matched (3),0
_09,jewish community housing corporation,222540505,20271,237573,JEWISH COMMUNITY HOUSING CORPORATION,NJ,7052,2017,P,P75,40.827827,-74.42819,760 NORTHFIELD AVE, WEST ORANGE, NJ,7052,matched (3),0
_39,JEWISH COMMUNITY HOUSING FOR THE ELDERLY,042622751,,5006,JEWISH COMMUNITY HOUSING FOR THE ELDERLY IV INC,MA,2135,2016,L,L22,42.3419,-71.1515,30 WALLINGFORD ROAD, BRIGHTON, MA,2135,matched (3),0
_38,JEWISH COMMUNITY SERVICES OF S FLORIDA,590637867,,353460,JEWISH COMMUNITY SERVICES OF SOUTH FLORIDA INC,FL,33161,2017,P,P20,25.8905,-80.18389999999999,735 NE 125TH ST, NORTH MIAMI, FL,33161,matched (3),0
_07,JEWISH COUNCIL ON URBAN AFFAIRS,362538957,,510456,JEWISH COUNCIL ON URBAN AFFAIRS,IL,60605,2018,S,S023,41.8743,-87.6242,610 MICHIGAN AVE SUITE 500, CHICAGO, IL,60605,matched (3),0
_36,JEWISH FAMILY SERVICES,390806291,,91609,JEWISH FAMILY SERVICES INC,WI,53202,2016,P,P20,43.047,-87.90470000000001,1300 N JACKSON ST, MILWAUKEE, WI,53202,matched (3),0
_60,jewish renaissance cdc,300587835,,67609,JEWISH RENAISSANCE COMMUNITY DEVELOPMENT CORPORATION,NJ,NA,2016,S,S20,40.503713,-74.26901700000001,149 KEARNY STREET, PERTH AMBOY, NJ,  ,matched (3),0
_60,jic cdc,462163076,,111418,JIC COMMUNITY DEVELOPMENT CORPORATION,IL,60085,2016,S,S20,42.3402,-87.895,1146 S WAUKEGAN RD, WAUKEGAN, IL,60085,matched (3),0
_37,JOB POINT,430887032,,306053,JOB POINT,MO,65201,2017,P,P82,38.9731,-92.297,400 WILKES BLVD, COLUMBIA, MO,65201,matched (3),0
_60,jobs virginia cdc,541740679,,132004,JOBS VIRGINIA COMMUNITY DEVELOPMENT CORPORATION,VA,23666,2016,S,S20,37.0467,-76.41079999999999,1 BEATRICE DR, HAMPTON, VA,23666,matched (3),0
_09,johnson county housing coalition,481157374,4427,331495,JOHNSON COUNTY HOUSING COALITION INC,KS,66061,2017,L,L20,38.885,-94.8231,403 W POPLAR ST APT A, OLATHE, KS,66061,matched (3),0
_60,johnstown lease housing corporation,251857619,,51539,JOHNSTOWN LEASE HOUSING CORPORATION,PA,15906,2016,L,L50,40.3406,-78.9285,501 CHESTNUT ST, JOHNSTOWN, PA,15906,matched (3),0
_22,JOIN,931090005,,187182,JOIN,OR,97213,2016,L,L41,45.5331,-122.5801,1435 NE 81ST AVE STE 100, PORTLAND, OR,97213,matched (3),0
_36,JOINT OWNERSHIP ENTITY NEW YORK CITY CORPORATION,475044823,,551667,JOINT OWNERSHIP ENTITY NEW YORK CITY CORP,NY,10012,2018,L,L50,40.704249,-74.01156899999999,588 BROADWAY RM 1208, NEW YORK, NY,10012,matched (3),0
_09,jonah affordable housing organization,582196298,11483,142297,JONAH AFFORDABLE HOUSING ORGANIZATION,TN,38302,2016,L,L21,35.622248,-88.813147,PO BOX 7444, JACKSON, TN,38302,matched (3),0
_37,JONAH,351973294,,283509,JONAH INC,IN,47804,2017,L,L21,39.4902,-87.3998,1205 LAFAYETTE AVE, TERRE HAUTE, IN,47804,matched (3),0
_60,jones memorial cdc,237090480,,44350,JONES MEMORIAL COMMUNITY DEVELOPMENT CORPORATION,PA,19130,2016,S,S20,39.9679,-75.17610000000001,PO BOX 15194, PHILADELPHIA, PA,19130,matched (3),0
_60,jordan housing corporation a calif NPO public benefit corporation,943390240,,192179,JORDAN HOUSING CORPORATION A CALIF NONPROFIT PUBLIC BENEFIT CORP,CA,94103,2016,L,L50,37.7753,-122.4156,1385 MISSION ST STE 200, SAN FRANCISCO, CA,94103,matched (3),0
_60,joseph michalowski housing corporation,263618867,,485616,JOSEPH MICHALOWSKI HOUSING CORPORATION,CA,92058,2018,L,L50,33.2141,-117.3491,251 AIRPORT RD, OCEANSIDE, CA,92058,matched (3),0
_38,JOSLIN CDC,050340202,,8232,JOSLIN COMMUNITY DEVELOPMENT CORPORATION,RI,2909,2016,P,P20,41.8232,-71.44750000000001,231 AMHERST ST, PROVIDENCE, RI,2909,matched (3),0
_43,JOURNEY HOUSE,391203539,,92153,JOURNEY HOUSE INC,WI,53204,2016,P,P28,43.0192,-87.9396,2110 W SCOTT ST, MILWAUKEE, WI,53204,matched (3),0
_60,joverart cdc,474473939,,205571,JOVERART COMMUNITY DEVELOPMENT CORPORATION,NV,89108,2016,S,S20,36.191683,-115.1983,2187 N DECATUR BLVD STE 100, LAS VEGAS, NV,89108,matched (3),0
_60,joy southfield cdc,383622930,,90822,JOY-SOUTHFIELD COMMUNITY DEVELOPMENT CORPORATION,MI,48228,2016,S,S20,42.3576,-83.22499999999999,18917 JOY RD, DETROIT, MI,48228,matched (3),0
_09,JUBILEE OF BALTIMORE,521222237,5536,422274,JUBILEE BALTIMORE INC,MD,21218,2017,L,L20,39.31218,-76.616215,25 EAST 20TH STREET, BALTIMORE, MD,21218,matched (3),0
_60,jubilee cdc,113666873,,441899,JUBILEE COMMUNITY DEVELOPMENT CORPORATION,FL,33147,2018,S,S20,25.8516,-80.2398,8500 NW 25TH AVE, MIAMI, FL,33147,matched (3),1
_44,"JUBILEE HOMES OF SYRACUSE, INC.",161330593,,449769,JUBILEE HOMES OF SYRACUSE INC,NY,13204,2018,L,L80,43.035796,-76.161534,901 TALLMAN ST, SYRACUSE, NY,13204,matched (3),0
_47,JUBILEE HOUSING,520986261,,335254,JUBILEE HOUSING INC,DC,20009,2017,L,L99,38.9255,-77.038,1640 COLUMBIA RD NW, WASHINGTON, DC,20009,matched (3),0
_09,JUBILEE JOBS (WASHINGTON DC),521248559,2347,336083,JUBILEE JOBS INC,DC,20009,2017,J,J20,38.9244,-77.0403,2712 ONTARIO RD NW, WASHINGTON, DC,20009,matched (3),0
_37,JUBILEE MINISTRIES,383477214,,519319,JUBILEE MINISTRIES,MI,49423,2018,P,P50,42.783848,-86.110969,96 W 15TH ST STE 206, HOLLAND, MI,49423,matched (3),0
_09,jubilee project,621470979,11387,149861,JUBILEE PROJECT INC,TN,37869,2016,X,X20,36.5099,-83.18559999999999,PO BOX 657, SNEEDVILLE, TN,37869,matched (3),0
_15,JUMP START,263023664,,484679,JUMPSTART,SC,29302,2018,I,I40,34.9381,-81.9027,951 SOUTH PINE STREET, SPARTANBURG, SC,29302,matched (3),0
_44,JUNEAU HOUSING TRUST,311698129,,500302,JUNEAU HOUSING TRUST INC,AK,99803,2018,L,L20,58.3771,-134.6174,PO BOX 32045, JUNEAU, AK,99803,matched (3),0
_42,JUNIPER CT,391743300,,93419,JUNIPER COURT INC,WI,53235,2016,L,L22,42.9859,-87.86969999999999,3209 SOUTH LAKE DRIVE, ST FRANCIS, WI,53235,matched (3),0
_60,jurha housing and community development organization,731534381,,160089,JURHA HOUSING AND COMMUNITY DEVELOPMENT ORGANIZATION,AR,72401,2016,S,S20,35.84,-90.7059,330 UNION ST, JONESBORO, AR,72401,matched (3),0
_09,JUST A START CORPORATION,237121174,5189,247193,JUST A START INC,MA,2141,2017,S,S20,42.3663,-71.0539,1035 CAMBRIDGE ST, CAMBRIDGE, MA,2141,matched (3),0
_15,JUSTINE PETERSEN HOUSING & REINVESTMENT CORPORATION,431769074,,101778,JUSTINE PETERSEN HOUSING AND REINVESTMENT CORPORATION,MO,63106,2016,L,L50,38.6436,-90.2287,1023 N GRAND BLVD, SAINT LOUIS, MO,63106,matched (3),0
_34,JUXTAPOSITION ARTS JXTA,411851915,,96778,JUXTAPOSITION INC,MN,55411,2016,O,O50,44.983731,-93.271395,2007 EMERSON AVE N, MINNEAPOLIS, MN,55411,matched (3),0
_36,KALAMAZOO AREA HOUSING CORPORATION,383292373,,90220,KALAMAZOO AREA HOUSING CORPORATION,MI,49001,2016,L,L50,42.2704,-85.5776,420 E ALCOTT ST STE 200, KALAMAZOO, MI,49001,matched (3),0
_36,KALAMAZOO EASTSIDE NEIGHBORHOOD ASSOCIATION,382509149,,88966,KALAMAZOO EASTSIDE NEIGHBORHOOD ASSOCIATION,MI,49048,2016,S,S22,42.2958,-85.5641,1301 E MAIN ST, KALAMAZOO, MI,49048,matched (3),0
_60,kalamazoo family NPO housing corporation,272877067,,492000,KALAMAZOO FAMILY NONPROFIT HOUSING CORPORATION,MI,49024,2018,L,L50,42.1706,-85.5902,10095 PEPPERELL CT, PORTAGE, MI,49024,matched (3),0
_60,kalamazoo nhs,382391442,,292465,KALAMAZOO NEIGHBORHOOD HOUSING SERVICES INC,MI,49001,2017,L,L20,42.284,-85.5896,1219 S PARK ST, KALAMAZOO, MI,49001,matched (3),0
_09,kalani honua,990208850,3238,412817,KALANI HONUA INC,HI,96778,2017,A,A70,19.361328,-154.970284,12-6860 KALAPANA KAPOHO BEACH RD, PAHOA, HI,96778,matched (3),0
_20,"KANAWHA INSTITUTE FOR SOCIAL RESEARCH AND ACTION, INC.",550727345,,343781,KANAWHA INSTITUTE FOR SOCIAL RESEARCH & ACTION INC,WV,25064,2017,R,R20,38.373852,-81.758348,131 PERKINS AVE, DUNBAR, WV,25064,matched (3),0
_09,kankakee county community services,363478633,3916,83092,KANKAKEE COUNTY COMMUNITY SERVICES INC,IL,60901,2016,S,S20,40.733,-87.9525,657 E COURT ST STE 20, KANKAKEE, IL,60901,matched (3),0
_60,kansas affordable housing corporation,481142851,,553426,KANSAS AFFORDABLE HOUSING CORPORATION,KS,67214,2018,L,L50,37.7026,-97.3343,2145 N TOPEKA ST, WICHITA, KS,67214,matched (3),0
_60,kaplan housing corporation,721343499,,208253,KAPLAN HOUSING CORPORATION,LA,70596,2016,L,L50,30.2898,-92.0183,PO BOX 62190, LAFAYETTE, LA,70596,matched (3),0
_60,kapolei cdc,262420702,,483743,KAPOLEI COMMUNITY DEVELOPMENT CORPORATION,HI,96707,2018,S,S20,0,0,PO BOX 75658, KAPOLEI, HI,96707,matched (3),0
_09,KAIROS C.D.C.,522091853,5300,422460,KARIOS DEVELOPMENT CORPORATION INC,MD,20748,2017,L,L20,38.813,-76.9153,5601 OLD BRANCH AVE, TEMPLE HILLS, MD,20748,matched (3),0
_37,KAUAI ECONOMIC OPPORTUNITY,990112851,,634961,KAUAI ECONOMIC OPPORTUNITY INCORPORATED,HI,96766,2018,P,P20,21.9714,-159.3751,2804 WEHE RD, LIHUE, HI,96766,matched (3),0
_42,KAUAI HDC,990298721,,197710,KAUAI HOUSING DEVELOPMENT CORPORATION,HI,96766,2016,L,L22,21.9674,-159.3569,3-3194 KUHIO HWY, LIHUE, HI,96766,matched (3),0
_15,"KCE, INC.",141884382,,220763,KCE INC,MD,20613,2017,L,L20,38.7223,-76.893,6713 BURCH HILL RD, BRANDYWINE, MD,20613,matched (3),0
